100 0.0 0.0
100 0.002 0.000469586140627
100 0.004 0.00280288850964
100 0.006 0.00937079869127
100 0.008 0.0232748966951
100 0.01 0.0480253024583
100 0.012 0.0872134634927
100 0.014 0.14416438663
100 0.016 0.221592313435
100 0.018 0.321333355338
100 0.02 0.444215547161
100 0.022 0.590072333535
100 0.024 0.757859591881
100 0.026 0.945822853652
100 0.028 1.15167341429
100 0.03 1.37275157426
100 0.032 1.60616967401
100 0.034 1.84893340022
100 0.036 2.09803925665
100 0.038 2.35054280512
100 0.04 2.60358948222
100 0.042 2.85439991435
100 0.044 3.10020635706
100 0.046 3.33814664098
100 0.048 3.56513557506
100 0.05 3.77774823885
100 0.052 3.97216110338
100 0.054 4.14420125271
100 0.056 4.2895468491
100 0.058 4.40409932719
100 0.06 4.48450752746
100 0.062 4.52876994426
100 0.064 4.53678764701
100 0.066 4.51071159761
100 0.068 4.45494910389
100 0.07 4.37577347473
100 0.072 4.28059671753
100 0.074 4.17706976209
100 0.076 4.07222053031
100 0.078 3.97180904221
100 0.08 3.8799920492
100 0.082 3.79929156529
100 0.084 3.73079104746
100 0.086 3.67445578204
100 0.088 3.62948372189
100 0.09 3.59462222584
100 0.092 3.56841834388
100 0.094 3.54939554366
100 0.096 3.53616499709
100 0.098 3.52748601078
100 0.1 3.52229083406
100 0.102 3.51968676492
100 0.104 3.51894521517
100 0.106 3.51948431337
100 0.108 3.52084917817
100 0.11 3.52269225547
100 0.112 3.52475497609
100 0.114 3.52685129784
100 0.116 3.52885330246
100 0.118 3.53067881142
100 0.12 3.5322808865
100 0.122 3.53363904319
100 0.124 3.53475199547
100 0.126 3.53563175581
100 0.128 3.53629892281
100 0.13 3.53677899941
100 0.132 3.53709959456
100 0.134 3.53728837098
100 0.136 3.53737161193
100 0.138 3.5373732904
100 0.14 3.53731453596
100 0.142 3.53721340652
100 0.144 3.53708488506
100 0.146 3.53694103399
100 0.148 3.5367912519
100 0.15 3.53664258887
100 0.152 3.53650008653
100 0.154 3.53636711812
100 0.156 3.53624571108
100 0.158 3.53613684117
100 0.16 3.53604069139
100 0.162 3.53595687348
100 0.164 3.53588461175
100 0.166 3.53582289146
100 0.168 3.53577057473
100 0.17 3.53572648809
100 0.172 3.53568948567
100 0.174 3.53565849225
100 0.176 3.53563252998
100 0.178 3.53561073249
100 0.18 3.53559234938
100 0.182 3.53557674375
100 0.184 3.53556338514
100 0.186 3.53555183941
100 0.188 3.5355417572
100 0.19 3.53553286181
100 0.192 3.53552493741
100 0.194 3.53551781799
100 0.196 3.53551137737
100 0.198 3.53550552053
100 0.2 3.53550017622
100 0.202 3.53549529077
100 0.204 3.53549082323
100 0.206 3.53548674142
100 0.208 3.535483019
100 0.21 3.53547963334
100 0.212 3.53547656391
100 0.214 3.53547379133
100 0.216 3.53547129671
100 0.218 3.53546906134
100 0.22 3.53546706659
100 0.222 3.53546529389
100 0.224 3.5354637249
100 0.226 3.53546234163
100 0.228 3.53546112662
100 0.23 3.53546006313
100 0.232 3.53545913528
100 0.234 3.53545832812
100 0.236 3.53545762781
100 0.238 3.53545702155
100 0.24 3.53545649771
100 0.242 3.53545604577
100 0.244 3.53545565628
100 0.246 3.53545532085
100 0.248 3.53545503206
100 0.25 3.5354547834
100 0.252 3.53545456919
100 0.254 3.53545438451
100 0.256 3.53545422511
100 0.258 3.53545408735
100 0.26 3.53545396809
100 0.262 3.53545386467
100 0.264 3.53545377483
100 0.266 3.53545369664
100 0.268 3.53545362847
100 0.27 3.53545356893
100 0.272 3.53545351684
100 0.274 3.53545347121
100 0.276 3.53545343119
100 0.278 3.53545339604
100 0.28 3.53545336515
100 0.282 3.53545333798
100 0.284 3.53545331408
100 0.286 3.53545329305
100 0.288 3.53545327453
100 0.29 3.53545325823
100 0.292 3.53545324388
100 0.294 3.53545323126
100 0.296 3.53545322015
100 0.298 3.53545321038
100 0.3 3.5354532018
100 0.302 3.53545319425
100 0.304 3.53545318761
100 0.306 3.53545318178
100 0.308 3.53545317666
100 0.31 3.53545317217
100 0.312 3.53545316822
100 0.314 3.53545316475
100 0.316 3.5354531617
100 0.318 3.53545315903
100 0.32 3.53545315668
100 0.322 3.53545315461
100 0.324 3.5354531528
100 0.326 3.5354531512
100 0.328 3.5354531498
100 0.33 3.53545314856
100 0.332 3.53545314747
100 0.334 3.53545314652
100 0.336 3.53545314567
100 0.338 3.53545314493
100 0.34 3.53545314427
100 0.342 3.5354531437
100 0.344 3.53545314319
100 0.346 3.53545314274
100 0.348 3.53545314234
100 0.35 3.53545314199
100 0.352 3.53545314168
100 0.354 3.53545314141
100 0.356 3.53545314117
100 0.358 3.53545314096
100 0.36 3.53545314077
100 0.362 3.53545314061
100 0.364 3.53545314046
100 0.366 3.53545314033
100 0.368 3.53545314022
100 0.37 3.53545314012
100 0.372 3.53545314003
100 0.374 3.53545313996
100 0.376 3.53545313989
100 0.378 3.53545313983
100 0.38 3.53545313978
100 0.382 3.53545313973
100 0.384 3.53545313969
100 0.386 3.53545313965
100 0.388 3.53545313962
100 0.39 3.53545313959
100 0.392 3.53545313957
100 0.394 3.53545313955
100 0.396 3.53545313953
100 0.398 3.53545313951
100 0.4 3.5354531395
100 0.402 3.53545313948
100 0.404 3.53545313947
100 0.406 3.53545313946
100 0.408 3.53545313945
100 0.41 3.53545313945
100 0.412 3.53545313944
100 0.414 3.53545313943
100 0.416 3.53545313943
100 0.418 3.53545313942
100 0.42 3.53545313942
100 0.422 3.53545313942
100 0.424 3.53545313941
100 0.426 3.53545313941
100 0.428 3.53545313941
100 0.43 3.53545313941
100 0.432 3.5354531394
100 0.434 3.5354531394
100 0.436 3.5354531394
100 0.438 3.5354531394
100 0.44 3.5354531394
100 0.442 3.5354531394
100 0.444 3.5354531394
100 0.446 3.5354531394
100 0.448 3.5354531394
100 0.45 3.5354531394
100 0.452 3.5354531394
100 0.454 3.5354531394
100 0.456 3.5354531394
100 0.458 3.53545313939
100 0.46 3.53545313939
100 0.462 3.53545313939
100 0.464 3.53545313939
100 0.466 3.53545313939
100 0.468 3.53545313939
100 0.47 3.53545313939
100 0.472 3.53545313939
100 0.474 3.53545313939
100 0.476 3.53545313939
100 0.478 3.53545313939
100 0.48 3.53545313939
100 0.482 3.53545313939
100 0.484 3.53545313939
100 0.486 3.53545313939
100 0.488 3.53545313939
100 0.49 3.53545313939
100 0.492 3.53545313939
100 0.494 3.53545313939
100 0.496 3.53545313939
100 0.498 3.53545313939
100 0.5 3.53545313939
100 0.502 3.53545313939
100 0.504 3.53545313939
100 0.506 3.53545313939
100 0.508 3.53545313939
100 0.51 3.53545313939
100 0.512 3.53545313939
100 0.514 3.53545313939
100 0.516 3.53545313939
100 0.518 3.53545313939
100 0.52 3.53545313939
100 0.522 3.53545313939
100 0.524 3.53545313939
100 0.526 3.53545313939
100 0.528 3.53545313939
100 0.53 3.53545313939
100 0.532 3.53545313939
100 0.534 3.53545313939
100 0.536 3.53545313939
100 0.538 3.53545313939
100 0.54 3.53545313939
100 0.542 3.53545313939
100 0.544 3.53545313939
100 0.546 3.53545313939
100 0.548 3.53545313939
100 0.55 3.53545313939
100 0.552 3.53545313939
100 0.554 3.53545313939
100 0.556 3.53545313939
100 0.558 3.53545313939
100 0.56 3.53545313939
100 0.562 3.53545313939
100 0.564 3.53545313939
100 0.566 3.53545313939
100 0.568 3.53545313939
100 0.57 3.53545313939
100 0.572 3.53545313939
100 0.574 3.53545313939
100 0.576 3.53545313939
100 0.578 3.53545313939
100 0.58 3.53545313939
100 0.582 3.53545313939
100 0.584 3.53545313939
100 0.586 3.53545313939
100 0.588 3.53545313939
100 0.59 3.53545313939
